,google_time_spent_txt,type,name,city,state,coord0,coord1,poi_rank,img_url,rating,reviews,city_rank,fee,visit_length,tag,google_normal_min,google_fast_min,tripadvisor_fast_min,tripadvisor_normal_min,adjusted_normal_time_spent,adjusted_fast_time_spent,county,theme_park
1693,1.5 hours,Feature,Manito Park,Spokane,Washington,-117.411748676,47.6367876032,5,http://mw2.google.com/mw-panoramio/photos/small/41320635.jpg,5.0,968.0,1.0,No,15 min,Gardens,90.0,45.0,30,60,90.0,45.0,SPOKANE,False
1694,,Feature,Downtown Spokane,Spokane,Washington,-117.423109822,47.6590817268,6,http://mw2.google.com/mw-panoramio/photos/small/2430929.jpg,4.0,462.0,7.0,No,15 min,Neighborhoods,None,None,15,15,15.0,15,SPOKANE,False
1695,,Feature,Davenport Hotel,Spokane,Washington,-117.423834512,47.6568971543,7,http://mw2.google.com/mw-panoramio/photos/small/108392531.jpg,,,,None,None,None,None,None,None,None,15.0,15,SPOKANE,False
1696,,Feature,Gonzaga University,Spokane,Washington,-117.404721475,47.6674582285,8,http://mw2.google.com/mw-panoramio/photos/small/38336742.jpg,4.5,100.0,9.0,No,15 min,Educational sites,None,None,15,15,15.0,15,SPOKANE,False
1697,,Feature,Monroe Street Bridge,Spokane,Washington,-117.426627238,47.6607418137,9,http://mw2.google.com/mw-panoramio/photos/small/16129135.jpg,4.0,24.0,29.0,No,<1 hour,Points of Interest & Landmarks,None,None,30,60,60.0,30,SPOKANE,False
1698,,Feature,Spokane County Courthouse,Spokane,Washington,-117.428801563,47.6645326221,10,http://mw2.google.com/mw-panoramio/photos/small/106631064.jpg,,,,None,None,None,None,None,None,None,15.0,15,SPOKANE,False
1699,,Feature,Clock Tower,Spokane,Washington,-117.419036717,47.6615242008,11,http://mw2.google.com/mw-panoramio/photos/small/56344563.jpg,,,,None,None,None,None,None,None,None,15.0,15,SPOKANE,False
1700,,Feature,Japanese Garden,Spokane,Washington,-117.415837254,47.635895754,12,http://mw2.google.com/mw-panoramio/photos/small/36648061.jpg,4.5,44.0,19.0,No,<1 hour,Nature & Parks,None,None,30,60,60.0,30,SPOKANE,False
1701,,Feature,Washington Water Power,Spokane,Washington,-117.425039225,47.6614765558,13,http://mw2.google.com/mw-panoramio/photos/small/56732996.jpg,,,,None,None,None,None,None,None,None,15.0,15,SPOKANE,False
1702,30 min,Feature,Duncan Gardens,Spokane,Washington,-117.411771556,47.6350712855,14,http://mw2.google.com/mw-panoramio/photos/small/4133518.jpg,,,,None,None,None,30,30,None,None,30.0,30,SPOKANE,False
1703,,Feature,St. Aloysius Church,Spokane,Washington,-117.40425425,47.6684922093,15,http://mw2.google.com/mw-panoramio/photos/small/35698683.jpg,,,,None,None,None,None,None,None,None,15.0,15,SPOKANE,False
1704,,Feature,Bowl and Pitcher,Spokane,Washington,-117.497874954,47.6971482495,16,http://mw2.google.com/mw-panoramio/photos/small/58160182.jpg,,,,None,None,None,None,None,None,None,15.0,15,SPOKANE,False
1705,,Feature,Frank's Diner,Spokane,Washington,-117.434524494,47.6545820694,17,http://mw2.google.com/mw-panoramio/photos/small/49652329.jpg,,,,None,None,None,None,None,None,None,15.0,15,SPOKANE,False
1706,1.5 hours,Feature,Finch Arboretum,Spokane,Washington,-117.465934833,47.6419577215,18,http://mw2.google.com/mw-panoramio/photos/small/48851712.jpg,4.5,70.0,21.0,No,15 min,Nature & Parks,90.0,45.0,15,15,90.0,45.0,SPOKANE,False
1707,,Feature,Lincoln Park,Spokane,Washington,-117.375260383,47.6382942057,19,,,,,None,None,None,None,None,None,None,45.0,30,SPOKANE,False
1708,,Feature,Iron Bridge,Spokane,Washington,-117.392211393,47.6645124405,20,http://mw2.google.com/mw-panoramio/photos/small/84639881.jpg,,,,None,None,None,None,None,None,None,15.0,15,SPOKANE,False
1709,,Feature,Riverpoint 2,Spokane,Washington,-117.405352303,47.6617236358,21,,,,,None,None,None,None,None,None,None,15.0,15,SPOKANE,False
1710,2 hours,Feature,High Falls,Rochester,New York,-77.6155775532,43.1626268848,1,http://mw2.google.com/mw-panoramio/photos/small/55488079.jpg,4.0,144.0,23.0,No,15 min,Waterfalls,120.0,60.0,15,15,120.0,60.0,MONROE,False
1711,,Feature,Highland Park,Rochester,New York,-77.6055149496,43.1312543062,2,http://mw2.google.com/mw-panoramio/photos/small/22182197.jpg,4.5,353.0,4.0,No,15 min,Nature & Parks,None,None,30,60,60.0,30,MONROE,False
1712,,Feature,RIT,Rochester,New York,-77.6743753905,43.0852514757,3,http://mw2.google.com/mw-panoramio/photos/small/22751034.jpg,,,,None,None,None,None,None,None,None,15.0,15,MONROE,False
1713,2.5 hours,Feature,George Eastman House,Rochester,New York,-77.5802175625,43.1521597189,4,http://mw2.google.com/mw-panoramio/photos/small/1364404.jpg,,,,None,None,None,150.0,75.0,None,None,150.0,75.0,MONROE,False
1714,,Feature,Downtown Rochester,Rochester,New York,-77.6108715714,43.1555982806,5,http://mw2.google.com/mw-panoramio/photos/small/3980903.jpg,,,,None,None,None,None,None,None,None,15.0,15,MONROE,False
1715,,Feature,Rochester Public Market,Rochester,New York,-77.5891010952,43.1651111795,6,https://farm1.staticflickr.com/92/238570738_128ac5e454_q.jpg,4.5,112.0,15.0,No,15 min,Flea & Street Markets,None,None,15,15,15.0,15,MONROE,False
1716,,Feature,Rochester,Rochester,New York,-77.6143484482,43.14010191,7,http://mw2.google.com/mw-panoramio/photos/small/12115241.jpg,-999.0,-999.0,-999.0,-999,-999,-999,None,None,15,15,15.0,15,MONROE,False
1717,,Feature,Corbett's Glen,Rochester,New York,-77.5197871611,43.1300709228,8,http://mw2.google.com/mw-panoramio/photos/small/42260647.jpg,,,,None,None,None,None,None,None,None,15.0,15,MONROE,False
1718,,Feature,Times Square Building,Rochester,New York,-77.6118704848,43.1545646365,9,http://mw2.google.com/mw-panoramio/photos/small/95819005.jpg,,,,None,None,None,None,None,None,None,15.0,15,MONROE,False
1719,,Feature,Cobbs Hill,Rochester,New York,-77.5728894545,43.1391598668,10,http://mw2.google.com/mw-panoramio/photos/small/36291009.jpg,4.5,78.0,26.0,No,15 min,Nature & Parks,None,None,15,15,15.0,15,MONROE,False
1720,,Feature,Lower Falls,Rochester,New York,-77.62825145,43.1801727076,11,,,,,None,None,None,None,None,None,None,15.0,15,MONROE,False
1721,2 hours,Feature,Memorial Art Gallery,Rochester,New York,-77.5877902,43.157402701,12,http://mw2.google.com/mw-panoramio/photos/small/91272179.jpg,4.5,175.0,13.0,No,2-3 hours,Art Museums,120.0,60.0,120.0,180.0,120.0,60.0,MONROE,False
1722,,Feature,Charlotte Genesee Lighthouse,Rochester,New York,-77.61081995,43.2527219501,13,http://mw2.google.com/mw-panoramio/photos/small/65488682.jpg,,,,None,None,None,None,None,None,None,15.0,15,MONROE,False
1723,,Feature,Chase Tower,Rochester,New York,-77.6068417778,43.1560818354,14,http://mw2.google.com/mw-panoramio/photos/small/6210126.jpg,,,,None,None,None,None,None,None,None,15.0,15,MONROE,False
1724,,Feature,Eastman Theatre,Rochester,New York,-77.6012463889,43.158011334,15,http://mw2.google.com/mw-panoramio/photos/small/50901615.jpg,5.0,113.0,20.0,No,15 min,Theaters,None,None,15,15,15.0,15,MONROE,False
1725,1-2.5 hours,Feature,Village Gate,Rochester,New York,-77.5846284444,43.1586450005,16,,,,,None,None,None,150.0,60.0,None,None,150.0,60.0,MONROE,False
1726,,Feature,University of Rochester,Rochester,New York,-77.6300796296,43.1284501227,17,http://mw2.google.com/mw-panoramio/photos/small/43889212.jpg,,,,None,None,None,None,None,None,None,15.0,15,MONROE,False
1727,,Feature,Rush Rhees Library,Rochester,New York,-77.628733625,43.1282741253,18,http://mw2.google.com/mw-panoramio/photos/small/11966545.jpg,,,,None,None,None,None,None,None,None,15.0,15,MONROE,False
1728,,Feature,Mt. Hope Cemetery,Rochester,New York,-77.6150559625,43.1344355261,19,http://mw2.google.com/mw-panoramio/photos/small/98387087.jpg,,,,None,None,None,None,None,None,None,15.0,15,MONROE,False
1729,45 min,Feature,Highland Park Diner,Rochester,New York,-77.5957134375,43.1395421876,20,http://mw2.google.com/mw-panoramio/photos/small/92321434.jpg,,,,None,None,None,45,30,None,None,45.0,30,MONROE,False
1730,2.5 hours,Feature,Susan B. Anthony House,Rochester,New York,-77.6278345714,43.1531527147,21,http://mw2.google.com/mw-panoramio/photos/small/13363126.jpg,,,,None,None,None,150.0,75.0,None,None,150.0,75.0,MONROE,False
1731,,Feature,Iowa State Capitol,Des Moines,Iowa,-93.6051383242,41.5909296956,1,http://mw2.google.com/mw-panoramio/photos/small/37221336.jpg,,,,None,None,None,None,None,None,None,15.0,15,POLK,False
1732,,Feature,Grays Lake,Des Moines,Iowa,-93.6405917968,41.5685216795,2,http://mw2.google.com/mw-panoramio/photos/small/4179784.jpg,,,,None,None,None,None,None,None,None,15.0,15,POLK,False
1733,,Feature,Pappajohn Sculpture Park,Des Moines,Iowa,-93.6353893889,41.585041806,3,http://mw2.google.com/mw-panoramio/photos/small/46163845.jpg,4.5,455.0,4.0,No,15 min,Nature & Parks,None,None,30,60,60.0,30,POLK,False
1734,,Feature,Nomade,Des Moines,Iowa,-93.6351754091,41.5849924547,4,http://mw2.google.com/mw-panoramio/photos/small/88232410.jpg,,,,None,None,None,None,None,None,None,15.0,15,POLK,False
1735,,Feature,Des Moines River,Des Moines,Iowa,-93.6176555455,41.5900498108,5,http://mw2.google.com/mw-panoramio/photos/small/74641572.jpg,,,,None,None,None,None,None,None,None,15.0,15,POLK,False
1736,,Feature,Polk County Courthouse,Des Moines,Iowa,-93.6229981481,41.5847666315,6,http://mw2.google.com/mw-panoramio/photos/small/39691299.jpg,,,,None,None,None,None,None,None,None,15.0,15,POLK,False
1737,,Feature,White Ghost,Des Moines,Iowa,-93.6356183333,41.5852746674,7,http://mw2.google.com/mw-panoramio/photos/small/53435887.jpg,,,,None,None,None,None,None,None,None,15.0,15,POLK,False
1738,,Feature,Farmer's Market,Des Moines,Iowa,-93.6212153438,41.5854265881,8,https://farm4.staticflickr.com/3914/14817616126_fa5b374cb0_q.jpg,,,,None,None,None,None,None,None,None,15.0,15,POLK,False
1739,,Feature,Dome,Des Moines,Iowa,-93.6046998571,41.5913804292,9,https://farm9.staticflickr.com/8649/16749843465_9a0399657d_q.jpg,,,,None,None,None,None,None,None,None,15.0,15,POLK,False
1740,,Feature,Court Ave bridge,Des Moines,Iowa,-93.6166889167,41.5860924898,10,,,,,None,None,None,None,None,None,None,15.0,15,POLK,False
1741,2 hours,Feature,Blank Park Zoo,Des Moines,Iowa,-93.6241678333,41.5195627026,11,http://mw2.google.com/mw-panoramio/photos/small/46980291.jpg,4.0,465.0,6.0,No,2-3 hours,Outdoor Activities,120.0,60.0,120.0,180.0,120.0,60.0,POLK,False
1742,1.5 hours,Feature,On the Skywalk,Des Moines,Iowa,-93.62529245,41.5870570532,12,http://mw2.google.com/mw-panoramio/photos/small/33817944.jpg,,,,None,None,None,90.0,45.0,None,None,90.0,45.0,POLK,False
1743,45 min to 2 hr,Feature,El Bait Shop,Des Moines,Iowa,-93.61868868,41.5829094002,13,,,,,None,None,None,120.0,45.0,None,None,120.0,45.0,POLK,False
1744,,Feature,high life lounge,Des Moines,Iowa,-93.6185896,41.5829992001,14,,,,,None,None,None,None,None,None,None,15.0,15,POLK,False
1745,,Feature,Principal Park,Des Moines,Iowa,-93.6161555333,41.5801526938,15,http://mw2.google.com/mw-panoramio/photos/small/16636827.jpg,4.5,152.0,10.0,No,15 min,Arenas & Stadiums,None,None,30,60,60.0,30,POLK,False
1746,15 min to 1.5 hr,Feature,American Dream Machines,Des Moines,Iowa,-93.636742,41.5841880673,16,https://farm4.staticflickr.com/3454/4561846095_73bc2e3355_q.jpg,,,,None,None,None,90.0,30,None,None,90.0,30,POLK,False
1747,,Feature,Des Moines Skyline,Des Moines,Iowa,-93.6534664792,41.5850130444,17,http://mw2.google.com/mw-panoramio/photos/small/16319057.jpg,,,,None,None,None,None,None,None,None,15.0,15,POLK,False
1748,2.5 hours,Feature,Des Moines botanical center,Des Moines,Iowa,-93.6139161786,41.596841875,18,http://mw2.google.com/mw-panoramio/photos/small/51994090.jpg,,,,None,None,None,150.0,75.0,None,None,150.0,75.0,POLK,False
1749,1 hour,Feature,Nollen Plaza,Des Moines,Iowa,-93.6218282841,41.587219182,19,http://mw2.google.com/mw-panoramio/photos/small/5542287.jpg,,,,None,None,None,60.0,30.0,None,None,60.0,30.0,POLK,False
1750,,Feature,Center Street Bridge,Des Moines,Iowa,-93.61894375,41.5916720006,20,http://mw2.google.com/mw-panoramio/photos/small/38709398.jpg,,,,None,None,None,None,None,None,None,15.0,15,POLK,False
1751,,Feature,Pedestrian Bridge,Des Moines,Iowa,-93.6164951071,41.585213411,21,http://mw2.google.com/mw-panoramio/photos/small/9611984.jpg,,,,None,None,None,None,None,None,None,15.0,15,POLK,False
1752,,Feature,Airborne & Special Operations Museum,Fayetteville,North Carolina,-78.8856081944,35.0563693917,1,http://mw2.google.com/mw-panoramio/photos/small/103437711.jpg,,,,None,None,None,None,None,None,None,15.0,15,CUMBERLAND,False
1753,,Feature,Fayetteville,Fayetteville,North Carolina,-78.8786008,35.0520641027,2,http://mw2.google.com/mw-panoramio/photos/small/75374205.jpg,-999.0,-999.0,-999.0,-999,-999,-999,None,None,15,15,15.0,15,CUMBERLAND,False
1754,,Feature,Market House,Fayetteville,North Carolina,-78.8783424405,35.0524924881,3,http://mw2.google.com/mw-panoramio/photos/small/44049245.jpg,,,,None,None,None,None,None,None,None,15.0,15,CUMBERLAND,False
1755,,Feature,Old Cumberland County Courthouse,Fayetteville,North Carolina,-78.878676875,35.0514512917,4,http://mw2.google.com/mw-panoramio/photos/small/44049273.jpg,,,,None,None,None,None,None,None,None,15.0,15,CUMBERLAND,False
1756,2 hours,Feature,Museum of Glass,Tacoma,Washington,-122.433816172,47.2457070884,1,http://mw2.google.com/mw-panoramio/photos/small/31207617.jpg,4.0,950.0,4.0,No,15 min,Art Museums,120.0,60.0,15,15,120.0,60.0,PIERCE,False
1757,2.5 hours,Feature,Point Defiance Zoo,Tacoma,Washington,-122.518147265,47.3053614034,2,http://mw2.google.com/mw-panoramio/photos/small/84859576.jpg,4.5,719.0,5.0,No,15 min,Zoos & Aquariums,150.0,75.0,90,120,150.0,75.0,PIERCE,False
1758,,Feature,Bridge of Glass,Tacoma,Washington,-122.435167211,47.2455992737,3,http://mw2.google.com/mw-panoramio/photos/small/1188803.jpg,4.5,314.0,3.0,No,<1 hour,Points of Interest & Landmarks,None,None,30,60,60.0,30,PIERCE,False
1759,,Feature,Union Station,Tacoma,Washington,-122.436338553,47.2459932632,4,http://mw2.google.com/mw-panoramio/photos/small/36084949.jpg,4.0,112.0,13.0,No,15 min,Points of Interest & Landmarks,None,None,15,15,15.0,15,PIERCE,False
1760,,Feature,Wright Park,Tacoma,Washington,-122.448997824,47.2605250634,5,http://mw2.google.com/mw-panoramio/photos/small/108510611.jpg,4.5,80.0,14.0,No,15 min,Nature & Parks,None,None,30,60,60.0,30,PIERCE,False
1761,,Feature,Tacoma Narrows Bridge,Tacoma,Washington,-122.558928501,47.2737364208,6,http://mw2.google.com/mw-panoramio/photos/small/5605585.jpg,4.0,75.0,11.0,No,<1 hour,Bridges,None,None,30,60,60.0,30,PIERCE,False
1762,,Feature,Downtown Tacoma,Tacoma,Washington,-122.434844444,47.2456884957,7,http://mw2.google.com/mw-panoramio/photos/small/71970209.jpg,,,,None,None,None,None,None,None,None,15.0,15,PIERCE,False
1763,,Feature,Stadium High School,Tacoma,Washington,-122.448214021,47.2659318336,8,http://mw2.google.com/mw-panoramio/photos/small/71970469.jpg,,,,None,None,None,None,None,None,None,15.0,15,PIERCE,False
1764,1.5 hours,Feature,Titlow Beach,Tacoma,Washington,-122.553646991,47.2467954251,9,http://mw2.google.com/mw-panoramio/photos/small/2301080.jpg,,,,None,None,None,90.0,45.0,None,None,90.0,45.0,PIERCE,False
1765,,Feature,Hot Shop,Tacoma,Washington,-122.433911067,47.2456167335,10,http://mw2.google.com/mw-panoramio/photos/small/85179639.jpg,,,,None,None,None,None,None,None,None,15.0,15,PIERCE,False
1766,3 hours,Feature,Washington State History Museum,Tacoma,Washington,-122.436157288,47.2451115018,11,http://mw2.google.com/mw-panoramio/photos/small/21071954.jpg,4.5,170.0,9.0,No,15 min,Specialty Museums,180.0,90.0,15,15,180.0,90.0,PIERCE,False
1767,15 min,Feature,Owen Beach,Tacoma,Washington,-122.528753577,47.3134195119,12,http://mw2.google.com/mw-panoramio/photos/small/20298788.jpg,4.5,32.0,15.0,No,1-2 hours,Beaches,30,15,60.0,120.0,30.0,15,PIERCE,False
1768,,Feature,Old City Hall,Tacoma,Washington,-122.440175826,47.2575197234,13,http://mw2.google.com/mw-panoramio/photos/small/20297734.jpg,,,,None,None,None,None,None,None,None,15.0,15,PIERCE,False
1769,,Feature,Browns Point Lighthouse,Tacoma,Washington,-122.4439915,47.305781955,14,http://mw2.google.com/mw-panoramio/photos/small/62276935.jpg,,,,None,None,None,None,None,None,None,15.0,15,PIERCE,False
1770,,Feature,Tacoma Dome,Tacoma,Washington,-122.427212955,47.2366899547,15,https://farm3.staticflickr.com/2727/4279413441_fe9ef290a3_q.jpg,3.5,146.0,23.0,No,15 min,Civic Centers,None,None,15,15,15.0,15,PIERCE,False
1771,,Feature,11th Street Bridge,Tacoma,Washington,-122.435004455,47.2539060045,16,http://mw2.google.com/mw-panoramio/photos/small/38889354.jpg,,,,None,None,None,None,None,None,None,15.0,15,PIERCE,False
1772,,Feature,Dash Point State Park,Tacoma,Washington,-122.414070867,47.3204654753,17,http://mw2.google.com/mw-panoramio/photos/small/22798784.jpg,,,,None,None,None,None,None,None,None,45.0,30,PIERCE,False
1773,,Feature,Arctic Fox,Tacoma,Washington,-122.52043995,47.3062601637,18,https://farm6.staticflickr.com/5465/7244532270_25b7c611ef_q.jpg,,,,None,None,None,None,None,None,None,15.0,15,PIERCE,False
1774,,Feature,Glass Art,Tacoma,Washington,-122.435349444,47.2459096684,19,,,,,None,None,None,None,None,None,None,15.0,15,PIERCE,False
1775,,Feature,Stadium Bowl,Tacoma,Washington,-122.449123222,47.2662018898,20,http://mw2.google.com/mw-panoramio/photos/small/71970497.jpg,,,,None,None,None,None,None,None,None,15.0,15,PIERCE,False
1776,,Feature,Tacoma,Tacoma,Washington,-122.448669459,47.2626935274,21,http://mw2.google.com/mw-panoramio/photos/small/85562738.jpg,-999.0,-999.0,-999.0,-999,-999,-999,None,None,15,15,15.0,15,PIERCE,False
1777,,Feature,Ventura Harbor,Oxnard,California,-119.264311049,34.2411311588,1,http://mw2.google.com/mw-panoramio/photos/small/693177.jpg,,,,None,None,None,None,None,None,None,15.0,15,VENTURA,False
1778,,Feature,Channel Islands Harbor,Oxnard,California,-119.226818352,34.1694235145,2,http://mw2.google.com/mw-panoramio/photos/small/56043145.jpg,4.5,155.0,2.0,No,More than 3 hours,Piers & Boardwalks,None,None,180,300,300.0,180,VENTURA,False
1779,,Feature,Port Hueneme,Oxnard,California,-119.194152266,34.1415833812,3,http://mw2.google.com/mw-panoramio/photos/small/7773381.jpg,,,,None,None,None,None,None,None,None,15.0,15,VENTURA,False
1780,45 min,Feature,Port Hueneme Pier,Oxnard,California,-119.194149479,34.1413606875,4,http://mw2.google.com/mw-panoramio/photos/small/93172432.jpg,,,,None,None,None,45,30,None,None,45.0,30,VENTURA,False
1781,1.5-3 hours,Feature,BRUNSWICK FOOTHILL LANES,Fontana,California,-117.42865805,34.1080597,1,,,,,None,None,None,180.0,90.0,None,None,180.0,90.0,SAN BERNARDINO,False
1782,,Feature,Columbus,Columbus,Georgia,-84.9955203173,32.4681022739,1,http://mw2.google.com/mw-panoramio/photos/small/7322596.jpg,-999.0,-999.0,-999.0,-999,-999,-999,None,None,15,15,15.0,15,MUSCOGEE,False
1783,2.5 hours,Feature,National Infantry Museum,Columbus,Georgia,-84.9554782917,32.3886944249,2,http://mw2.google.com/mw-panoramio/photos/small/45521571.jpg,5.0,1582.0,1.0,No,15 min,History Museums,150.0,75.0,15,15,150.0,75.0,MUSCOGEE,False
1784,45 min,Feature,Riverwalk,Columbus,Georgia,-84.9962956667,32.464093902,3,http://mw2.google.com/mw-panoramio/photos/small/45521568.jpg,4.5,708.0,2.0,No,15 min,Historic Walking Areas,45,30,15,15,45.0,30,MUSCOGEE,False
1785,,Feature,Chattahoochee River,Columbus,Georgia,-84.99637755,32.4685277951,4,http://mw2.google.com/mw-panoramio/photos/small/80581559.jpg,,,,None,None,None,None,None,None,None,15.0,15,MUSCOGEE,False
1786,,Feature,Heritage Park,Columbus,Georgia,-84.9943204375,32.459303,5,http://mw2.google.com/mw-panoramio/photos/small/5000670.jpg,,,,None,None,None,None,None,None,None,45.0,30,MUSCOGEE,False
1787,,Feature,Alabama State Capitol,Montgomery,Alabama,-86.3013433917,32.3776797292,1,http://mw2.google.com/mw-panoramio/photos/small/61286012.jpg,4.5,231.0,8.0,No,15 min,Government Buildings,None,None,15,15,15.0,15,MONTGOMERY,False
1788,1 hour,Feature,First White House of the Confederacy,Montgomery,Alabama,-86.2999253624,32.3763714402,2,http://mw2.google.com/mw-panoramio/photos/small/96975069.jpg,4.5,340.0,5.0,No,15 min,Historic Sites,60.0,30.0,15,15,60.0,30.0,MONTGOMERY,False
1789,1.5 hours,Feature,Civil Rights Memorial,Montgomery,Alabama,-86.3032990556,32.3763325556,3,http://mw2.google.com/mw-panoramio/photos/small/49200903.jpg,4.5,147.0,11.0,No,15 min,Monuments & Statues,90.0,45.0,15,15,90.0,45.0,MONTGOMERY,False
1790,,Feature,Dexter Avenue King Memorial Baptist Church,Montgomery,Alabama,-86.30277025,32.3775579447,4,http://mw2.google.com/mw-panoramio/photos/small/49201092.jpg,4.5,235.0,4.0,No,15 min,Sacred & Religious Sites,None,None,15,15,15.0,15,MONTGOMERY,False
1791,,Feature,Jefferson Davis,Montgomery,Alabama,-86.3009231667,32.377787125,5,http://mw2.google.com/mw-panoramio/photos/small/66423943.jpg,,,,None,None,None,None,None,None,None,15.0,15,MONTGOMERY,False
1792,,Feature,RSA Tower,Montgomery,Alabama,-86.3053347714,32.3785824267,6,http://mw2.google.com/mw-panoramio/photos/small/61285950.jpg,,,,None,None,None,None,None,None,None,15.0,15,MONTGOMERY,False
1793,1.5 hours,Feature,Montgomery Museum of Fine Arts,Montgomery,Alabama,-86.2069255694,32.351104667,7,http://mw2.google.com/mw-panoramio/photos/small/66670542.jpg,4.5,112.0,13.0,No,15 min,Art Museums,90.0,45.0,15,15,90.0,45.0,MONTGOMERY,False
1794,,Feature,Union Station,Montgomery,Alabama,-86.3144602833,32.380279767,8,http://mw2.google.com/mw-panoramio/photos/small/63852098.jpg,,,,None,None,None,None,None,None,None,15.0,15,MONTGOMERY,False
1795,,Feature,Riverwalk Stadium,Montgomery,Alabama,-86.3106067556,32.3814323785,9,http://mw2.google.com/mw-panoramio/photos/small/11925073.jpg,4.5,109.0,14.0,No,15 min,Arenas & Stadiums,None,None,15,15,15.0,15,MONTGOMERY,False
1796,,Feature,The Alley,Montgomery,Alabama,-86.3113519333,32.3805825334,10,http://mw2.google.com/mw-panoramio/photos/small/66183606.jpg,,,,None,None,None,None,None,None,None,15.0,15,MONTGOMERY,False
1797,15 min to 1 hr,Feature,Riverfront,Montgomery,Alabama,-86.3126423333,32.3817920309,11,http://mw2.google.com/mw-panoramio/photos/small/84492786.jpg,4.5,118.0,16.0,No,15 min,Nature & Parks,60.0,30,15,15,60.0,30,MONTGOMERY,False
1798,,Feature,Confederate Memorial Monument,Montgomery,Alabama,-86.3006065556,32.378190667,12,,,,,None,None,None,None,None,None,None,15.0,15,MONTGOMERY,False
1799,,Feature,Maxwell AFB,Montgomery,Alabama,-86.3453592619,32.3827148376,13,http://mw2.google.com/mw-panoramio/photos/small/54052818.jpg,,,,None,None,None,None,None,None,None,15.0,15,MONTGOMERY,False
1800,,Feature,Medal of Honor Memorial,Moreno Valley,California,-117.271450458,33.8775898759,1,http://mw2.google.com/mw-panoramio/photos/small/48721371.jpg,,,,None,None,None,None,None,None,None,15.0,15,RIVERSIDE,False
1801,,Feature,MIG-17,Moreno Valley,California,-117.266699429,33.8835625843,2,https://farm4.staticflickr.com/3877/14988407538_61b03cc96f_q.jpg,,,,None,None,None,None,None,None,None,15.0,15,RIVERSIDE,False
1802,2.5 hours,Feature,March Field Air Museum,Moreno Valley,California,-117.266490339,33.8836365715,3,http://mw2.google.com/mw-panoramio/photos/small/7528599.jpg,,,,None,None,None,150.0,75.0,None,None,150.0,75.0,RIVERSIDE,False
1803,,Feature,B-47E Stratojet,Moreno Valley,California,-117.266329889,33.8832626676,4,,,,,None,None,None,None,None,None,None,15.0,15,RIVERSIDE,False
1804,,Feature,YF-14A Tomcat,Moreno Valley,California,-117.266369625,33.8828667088,5,,,,,None,None,None,None,None,None,None,15.0,15,RIVERSIDE,False
1805,,Feature,Ability Counts Incorporated,Moreno Valley,California,-117.200903398,33.916359315,6,,,,,None,None,None,None,None,None,None,15.0,15,RIVERSIDE,False
1806,,Feature,Red River Revel,Shreveport,Louisiana,-93.7439503333,32.5136560009,1,https://farm8.staticflickr.com/7111/8167062231_f3215130a0_q.jpg,,,,None,None,None,None,None,None,None,15.0,15,CADDO,False
1807,,Feature,Leland Tower,Aurora,Illinois,-88.3154942963,41.7582067609,1,http://mw2.google.com/mw-panoramio/photos/small/61964239.jpg,,,,None,None,None,None,None,None,None,15.0,15,DUPAGE,False
1808,,Feature,Downtown Aurora,Aurora,Illinois,-88.3154449312,41.7569751852,2,http://mw2.google.com/mw-panoramio/photos/small/89898122.jpg,,,,None,None,None,None,None,None,None,15.0,15,DUPAGE,False
1809,,Feature,New York St,Aurora,Illinois,-88.3126915778,41.7583923239,3,http://mw2.google.com/mw-panoramio/photos/small/109281491.jpg,,,,None,None,None,None,None,None,None,15.0,15,DUPAGE,False
1810,,Feature,BNSF at Eola,Aurora,Illinois,-88.2740565833,41.7703575336,4,,,,,None,None,None,None,None,None,None,15.0,15,DUPAGE,False
1811,,Feature,At the Roundhouse,Aurora,Illinois,-88.3088247649,41.7604584372,5,http://mw2.google.com/mw-panoramio/photos/small/76230201.jpg,,,,None,None,None,None,None,None,None,15.0,15,DUPAGE,False
1812,,Feature,Paramount Theater,Aurora,Illinois,-88.314551825,41.75774465,6,http://mw2.google.com/mw-panoramio/photos/small/61964197.jpg,,,,None,None,None,None,None,None,None,15.0,15,DUPAGE,False
1813,,Feature,Aurora,Aurora,Illinois,-88.3225723333,41.744761322,7,http://mw2.google.com/mw-panoramio/photos/small/61401847.jpg,-999.0,-999.0,-999.0,-999,-999,-999,None,None,15,15,15.0,15,DUPAGE,False
1814,1.5 hours,Feature,Waubonsie Lake,Aurora,Illinois,-88.2610256306,41.7383277536,8,http://mw2.google.com/mw-panoramio/photos/small/35241981.jpg,,,,None,None,None,90.0,45.0,None,None,90.0,45.0,DUPAGE,False
1815,,Feature,Calvary Church,Aurora,Illinois,-88.2076730278,41.7370938336,9,http://mw2.google.com/mw-panoramio/photos/small/29702666.jpg,,,,None,None,None,None,None,None,None,15.0,15,DUPAGE,False
1816,,Feature,Spring Lake Cemetery,Aurora,Illinois,-88.3255760417,41.7404742874,10,http://mw2.google.com/mw-panoramio/photos/small/76297524.jpg,,,,None,None,None,None,None,None,None,15.0,15,DUPAGE,False
1817,1 hour,Feature,Phillips Park,Aurora,Illinois,-88.2942309,41.7378235006,11,http://mw2.google.com/mw-panoramio/photos/small/24296103.jpg,-999.0,-999.0,-999.0,-999,-999,-999,60.0,30.0,30,60,60.0,30.0,DUPAGE,False
