,city,state,nation,coord0,coord1
603,Randolph,Massachusetts,US,42.1626,-71.04116
604,Reading,Massachusetts,US,42.52565,-71.09533
605,Revere,Massachusetts,US,42.40843,-71.01199
606,Saugus,Massachusetts,US,42.46482,-71.01005
607,Stoneham,Massachusetts,US,42.4801,-71.0995
608,Wakefield,Massachusetts,US,42.50648,-71.07283
609,Waltham,Massachusetts,US,42.37649,-71.23561
610,Wellesley,Massachusetts,US,42.29649,-71.29256
611,Weymouth,Massachusetts,US,42.22093,-70.93977
612,Winchester,Massachusetts,US,42.45232,-71.137
613,Woburn,Massachusetts,US,42.47926,-71.15228
632,The Bronx,New York,US,40.84985,-73.86641
633,Brooklyn,New York,US,40.6501,-73.94958
635,Borough of Queens,New York,US,40.68149,-73.83652
636,Staten Island,New York,US,40.56233,-74.13986
637,Beverly,Massachusetts,US,42.55843,-70.88005
638,Chelmsford,Massachusetts,US,42.59981,-71.36728
639,Danvers,Massachusetts,US,42.57509,-70.93005
640,Fitchburg,Massachusetts,US,42.58342,-71.8023
641,Gardner,Massachusetts,US,42.57509,-71.99813
642,Gloucester,Massachusetts,US,42.61593,-70.66199
643,Haverhill,Massachusetts,US,42.7762,-71.07728
644,Lawrence,Massachusetts,US,42.70704,-71.16311
645,Leominster,Massachusetts,US,42.52509,-71.75979
646,Lowell,Massachusetts,US,42.63342,-71.31617
647,Methuen,Massachusetts,US,42.7262,-71.19089
648,South Peabody,Massachusetts,US,42.50982,-70.94949
649,Salem,Massachusetts,US,42.51954,-70.89672
650,Wilmington,Massachusetts,US,42.54648,-71.17367
651,Gainesville,Florida,US,29.65163,-82.32483
652,Oakland Park,Florida,US,26.17231,-80.13199
653,Ocala,Florida,US,29.1872,-82.14009
654,Spring Hill,Florida,US,28.47688,-82.52546
655,Bellingham,Washington,US,48.75955,-122.48822
656,Bremerton,Washington,US,47.56732,-122.63264
657,Lacey,Washington,US,47.03426,-122.82319
658,Longview,Washington,US,46.13817,-122.93817
659,Marysville,Washington,US,48.05176,-122.17708
660,Mount Vernon,Washington,US,48.42122,-122.33405
662,Olympia,Washington,US,47.03787,-122.9007
663,Vancouver,Washington,US,45.63873,-122.66149
664,Corpus Christi,Texas,US,27.80058,-97.39638
665,Kingsville,Texas,US,27.51587,-97.85611
666,Victoria,Texas,US,28.80527,-97.0036
674,American Fork,Utah,US,40.3769,-111.79576
675,West Bountiful,Utah,US,40.89383,-111.90188
676,Clearfield,Utah,US,41.11078,-112.02605
677,Cottonwood Heights,Utah,US,40.61967,-111.81021
678,Draper,Utah,US,40.52467,-111.86382
679,East Millcreek,Utah,US,40.69995,-111.81049
680,Kaysville,Utah,US,41.03522,-111.93855
681,Kearns,Utah,US,40.65995,-111.99633
682,Layton,Utah,US,41.06022,-111.97105
683,Magna,Utah,US,40.70911,-112.10161
684,Midvale,Utah,US,40.61106,-111.89994
685,Millcreek,Utah,US,40.68689,-111.87549
686,Murray,Utah,US,40.66689,-111.88799
687,South Ogden,Utah,US,41.19189,-111.97133
688,Orem,Utah,US,40.2969,-111.69465
689,Pleasant Grove,Utah,US,40.36412,-111.73854
690,Provo,Utah,US,40.23384,-111.65853
691,Riverton,Utah,US,40.52189,-111.9391
692,Roy,Utah,US,41.16161,-112.02633
693,Salt Lake City,Utah,US,40.76078,-111.89105
694,Sandy City,Utah,US,40.59161,-111.8841
695,South Jordan,Utah,US,40.56217,-111.92966
696,South Salt Lake,Utah,US,40.71884,-111.88827
697,Spanish Fork,Utah,US,40.11496,-111.65492
698,Springville,Utah,US,40.16523,-111.61075
699,Taylorsville,Utah,US,40.66772,-111.93883
700,West Jordan,Utah,US,40.60967,-111.9391
701,West Valley City,Utah,US,40.69161,-112.00105
702,Daytona Beach,Florida,US,29.21081,-81.02283
703,DeLand,Florida,US,29.02832,-81.30312
704,Deltona,Florida,US,28.90054,-81.26367
705,New Smyrna Beach,Florida,US,29.02582,-80.927
706,Ormond Beach,Florida,US,29.28581,-81.05589
707,Palm Coast,Florida,US,29.58497,-81.20784
708,Port Orange,Florida,US,29.13832,-80.99561
709,Bristol,Rhode Island,US,41.67705,-71.26616
710,Cranston,Rhode Island,US,41.77982,-71.43728
711,East Providence,Rhode Island,US,41.81371,-71.37005
712,Newport East,Rhode Island,US,41.51579,-71.28752
713,North Providence,Rhode Island,US,41.8501,-71.46617
714,Pawtucket,Rhode Island,US,41.87871,-71.38256
715,Providence,Rhode Island,US,41.82399,-71.41283
716,West Warwick,Rhode Island,US,41.69689,-71.52194
718,Woonsocket,Rhode Island,US,42.00288,-71.51478
719,Bellevue,Nebraska,US,41.13667,-95.89084
720,Columbus,Nebraska,US,41.42973,-97.36838
721,Fremont,Nebraska,US,41.43333,-96.49808
722,Hastings,Nebraska,US,40.58612,-98.38839
723,Lincoln,Nebraska,US,40.8,-96.66696
724,Norfolk,Nebraska,US,42.02834,-97.417
725,Omaha,Nebraska,US,41.25861,-95.93779
726,Atlanta,Georgia,US,33.749,-84.38798
727,Candler-McAfee,Georgia,US,33.72672,-84.27246
728,College Park,Georgia,US,33.65344,-84.44937
730,East Point,Georgia,US,33.67955,-84.43937
731,Forest Park,Georgia,US,33.62205,-84.36909
733,Sandy Springs,Georgia,US,33.92427,-84.37854
734,Tucker,Georgia,US,33.85455,-84.21714
735,Bethany,Oklahoma,US,35.51867,-97.63226
736,Del City,Oklahoma,US,35.44201,-97.44087
737,Edmond,Oklahoma,US,35.65283,-97.4781
738,Midwest City,Oklahoma,US,35.44951,-97.3967
739,Moore,Oklahoma,US,35.33951,-97.4867
740,Norman,Oklahoma,US,35.22257,-97.43948
741,Oklahoma City,Oklahoma,US,35.46756,-97.51643
742,Shawnee,Oklahoma,US,35.32729,-96.9253
743,Stillwater,Oklahoma,US,36.11561,-97.05837
744,Yukon,Oklahoma,US,35.50672,-97.76254
745,Billings,Montana,US,45.78329,-108.50069
746,Bozeman,Montana,US,45.67965,-111.03856
747,Butte,Montana,US,46.00382,-112.53474
748,Great Falls,Montana,US,47.50024,-111.30081
749,Helena,Montana,US,46.59271,-112.03611
750,Missoula,Montana,US,46.87215,-113.994
766,Campbell,California,US,37.28717,-121.94996
767,Gilroy,California,US,37.00578,-121.56828
768,Los Gatos,California,US,37.22661,-121.97468
769,Milpitas,California,US,37.42827,-121.90662
770,Morgan Hill,California,US,37.1305,-121.65439
771,San Jose,California,US,37.33939,-121.89496
772,Santa Clara,California,US,37.35411,-121.95524
773,Saratoga,California,US,37.26383,-122.02301
774,Sunnyvale,California,US,37.36883,-122.03635
775,Beaumont,Texas,US,30.08605,-94.10185
776,Galveston,Texas,US,29.30135,-94.7977
777,Port Arthur,Texas,US,29.88519,-93.94233
778,Texas City,Texas,US,29.38385,-94.9027
779,Annapolis,Maryland,US,38.97845,-76.49218
780,Arbutus,Maryland,US,39.25455,-76.69997
781,Arnold,Maryland,US,39.03206,-76.50274
782,Baltimore,Maryland,US,39.29038,-76.61219
783,Bel Air North,Maryland,US,39.55429,-76.37309
784,Bel Air South,Maryland,US,39.50506,-76.31977
785,Carney,Maryland,US,39.39427,-76.52358
786,Catonsville,Maryland,US,39.27205,-76.73192
787,Columbia,Maryland,US,39.24038,-76.83942
788,Crofton,Maryland,US,39.00178,-76.68747
789,Dundalk,Maryland,US,39.25066,-76.52052
790,Edgewood,Maryland,US,39.41872,-76.2944
791,Eldersburg,Maryland,US,39.40371,-76.95026
792,West Elkridge,Maryland,US,39.20705,-76.72692
793,Ellicott City,Maryland,US,39.26733,-76.79831
794,Essex,Maryland,US,39.30927,-76.47496
795,Glen Burnie,Maryland,US,39.16261,-76.62469
796,Lochearn,Maryland,US,39.34066,-76.72219
797,Middle River,Maryland,US,39.33427,-76.43941
798,Milford Mill,Maryland,US,39.34788,-76.76997
799,Odenton,Maryland,US,39.084,-76.70025
800,Parkville,Maryland,US,39.37733,-76.53969
801,Perry Hall,Maryland,US,39.41261,-76.46357
802,Pikesville,Maryland,US,39.37427,-76.72247
803,Randallstown,Maryland,US,39.36733,-76.79525
804,Reisterstown,Maryland,US,39.46976,-76.8319
805,Salisbury,Maryland,US,38.36067,-75.59937
806,Severn,Maryland,US,39.13705,-76.6983
807,Severna Park,Maryland,US,39.07039,-76.54524
808,South Gate,Maryland,US,39.129,-76.6258
809,Towson,Maryland,US,39.4015,-76.60191
810,Bethel Park,Pennsylvania,US,40.32757,-80.0395
811,McKeesport,Pennsylvania,US,40.34785,-79.86422
812,Mount Lebanon,Pennsylvania,US,40.35535,-80.0495
813,Monroeville,Pennsylvania,US,40.42118,-79.7881
814,Penn Hills,Pennsylvania,US,40.50118,-79.83922
815,Pittsburgh,Pennsylvania,US,40.44062,-79.99589
816,Plum,Pennsylvania,US,40.50035,-79.74949
817,Upper Saint Clair,Pennsylvania,US,40.3359,-80.08339
818,West Mifflin,Pennsylvania,US,40.3634,-79.86644
819,Agawam,Massachusetts,US,42.06954,-72.61481
820,North Chicopee,Massachusetts,US,42.18343,-72.59953
821,Holyoke,Massachusetts,US,42.20426,-72.6162
822,Northampton,Massachusetts,US,42.32509,-72.6412
823,Pittsfield,Massachusetts,US,42.45008,-73.24538
824,West Springfield,Massachusetts,US,42.10704,-72.62037
826,Westfield,Massachusetts,US,42.12509,-72.74954
827,Franklin,Wisconsin,US,42.88863,-88.03842
828,Greenfield,Wisconsin,US,42.9614,-88.01259
829,South Milwaukee,Wisconsin,US,42.91057,-87.86064
830,Oak Creek,Wisconsin,US,42.88585,-87.86314
832,Wauwatosa,Wisconsin,US,43.04946,-88.00759
833,West Allis,Wisconsin,US,43.01668,-88.00703
834,Novato,California,US,38.10742,-122.5697
835,San Anselmo,California,US,37.97465,-122.56164
836,South San Francisco,California,US,37.65466,-122.40775
837,San Rafael,California,US,37.97353,-122.53109
838,Joplin,Missouri,US,37.08423,-94.51328
839,Springfield,Missouri,US,37.21533,-93.29824
840,Ashland,Ohio,US,40.86867,-82.31822
841,Bowling Green,Ohio,US,41.37477,-83.65132
842,Findlay,Ohio,US,41.04422,-83.64993
843,Lima,Ohio,US,40.74255,-84.10523
844,Mansfield,Ohio,US,40.75839,-82.51545
845,Sandusky,Ohio,US,41.44894,-82.70796
846,Toledo,Ohio,US,41.66394,-83.55521
847,Bristol,Tennessee,US,36.59511,-82.18874
848,East Chattanooga,Tennessee,US,35.06535,-85.24912
849,South Cleveland,Tennessee,US,35.14119,-84.87217
850,East Ridge,Tennessee,US,35.01424,-85.2519
851,Johnson City,Tennessee,US,36.31344,-82.35347
852,Kingsport,Tennessee,US,36.54843,-82.56182
853,Morristown,Tennessee,US,36.21398,-83.29489
870,Bellevue,Washington,US,47.61038,-122.20068
871,Bothell,Washington,US,47.76232,-122.2054
872,Fairwood,Washington,US,47.76684,-117.41744
873,Cottage Lake,Washington,US,47.74427,-122.07735
874,Edmonds,Washington,US,47.81065,-122.37736
875,Everett,Washington,US,47.97898,-122.20208
876,Inglewood-Finn Hill,Washington,US,47.72049,-122.23167
877,Kirkland,Washington,US,47.68149,-122.20874
878,Lynnwood,Washington,US,47.82093,-122.31513
879,Mountlake Terrace,Washington,US,47.78815,-122.30874
880,North Creek,Washington,US,47.81954,-122.17624
881,Redmond,Washington,US,47.67399,-122.12151
882,Renton,Washington,US,47.48288,-122.21707
883,City of Sammamish,Washington,US,47.60444,-122.03768
884,Big Spring,Texas,US,32.2504,-101.47874
885,Midland,Texas,US,31.99735,-102.07791
886,West Odessa,Texas,US,31.84235,-102.49876
887,Charlottesville,Virginia,US,38.02931,-78.47668
888,Danville,Virginia,US,36.58597,-79.39502
889,West Lynchburg,Virginia,US,37.4032,-79.17808
890,Cedar City,Utah,US,37.67748,-113.06189
891,North Logan,Utah,US,41.76937,-111.80467
892,Saint George,Utah,US,37.10415,-113.58412
893,Tooele,Utah,US,40.53078,-112.29828
894,Ashtabula,Ohio,US,41.86505,-80.78981
895,Eastlake,Ohio,US,41.65394,-81.45039
896,Elyria,Ohio,US,41.36838,-82.10765
897,Lorain,Ohio,US,41.45282,-82.18237
898,Mentor,Ohio,US,41.66616,-81.33955
899,North Olmsted,Ohio,US,41.4156,-81.92347
900,North Ridgeville,Ohio,US,41.38949,-82.01903
901,North Royalton,Ohio,US,41.31366,-81.72457
903,Parma Heights,Ohio,US,41.39005,-81.75958
904,Rocky River,Ohio,US,41.4756,-81.8393
905,Solon,Ohio,US,41.38978,-81.44123
906,Strongsville,Ohio,US,41.3145,-81.83569
907,Westlake,Ohio,US,41.45532,-81.91792
908,Willoughby,Ohio,US,41.63977,-81.4065
909,La Quinta,California,US,33.66336,-116.31001
910,Oceanside,California,US,33.19587,-117.37948
911,Palm Desert,California,US,33.72255,-116.37697
912,Palm Springs,California,US,33.8303,-116.54529
913,Ridgecrest,California,US,35.62246,-117.6709
914,San Marcos,California,US,33.14337,-117.16614
915,Victorville,California,US,34.53611,-117.29116
916,Vista,California,US,33.20004,-117.24254
917,Apple Valley,California,US,34.50083,-117.18588
918,Barstow,California,US,34.89859,-117.02282
919,Brawley,California,US,32.97866,-115.53027
920,Calexico,California,US,32.67895,-115.49888
921,Carlsbad,California,US,33.15809,-117.35059
922,Cathedral City,California,US,33.77974,-116.46529
923,Coachella,California,US,33.6803,-116.17389
924,El Centro,California,US,32.792,-115.56305
925,Encinitas,California,US,33.03699,-117.29198
926,Escondido,California,US,33.11921,-117.08642
927,Fallbrook,California,US,33.37642,-117.25115
928,Hesperia,California,US,34.42639,-117.30088
929,Indio,California,US,33.7207,-116.21677
961,Albany,Oregon,US,44.63651,-123.10593
962,North Bend,Oregon,US,43.4065,-124.22428
963,Corvallis,Oregon,US,44.56457,-123.26204
964,Gresham,Oregon,US,45.49818,-122.43148
965,Grants Pass,Oregon,US,42.43933,-123.33067
966,Medford,Oregon,US,42.32652,-122.87559
967,Roseburg North,Oregon,US,43.26452,-123.30331
968,Springfield,Oregon,US,44.04624,-123.02203
992,Macon,Georgia,US,32.84069,-83.6324
993,Warner Robins,Georgia,US,32.62098,-83.5999
994,Fayetteville,Arkansas,US,36.06258,-94.15743
995,Fort Smith,Arkansas,US,35.38592,-94.39855
996,Rogers,Arkansas,US,36.33202,-94.11854
997,Russellville,Arkansas,US,35.27842,-93.13379
998,Springdale,Arkansas,US,36.18674,-94.12881
999,Apache Junction,Arizona,US,33.41505,-111.54958
1000,Chandler,Arizona,US,33.30616,-111.84125
1001,Fountain Hills,Arizona,US,33.61171,-111.71736
1002,Gilbert,Arizona,US,33.35283,-111.78903
1003,Mesa,Arizona,US,33.41253,-111.83189
1004,Scottsdale,Arizona,US,33.50921,-111.89903
1005,Tempe,Arizona,US,33.41477,-111.90931
1006,Allentown,Pennsylvania,US,40.60843,-75.49018
1007,Bethlehem,Pennsylvania,US,40.62593,-75.37046
1008,West Chester,Pennsylvania,US,39.96097,-75.60804
1009,Drexel Hill,Pennsylvania,US,39.94706,-75.29213
1010,Easton,Pennsylvania,US,40.68843,-75.22073
1011,Norristown,Pennsylvania,US,40.1215,-75.3399
1012,Pottstown,Pennsylvania,US,40.24537,-75.64963
1013,Radnor,Pennsylvania,US,40.04622,-75.35991
1014,Reading,Pennsylvania,US,40.33565,-75.92687
1015,Springfield,Pennsylvania,US,39.93067,-75.32019
1016,Benton,Arkansas,US,34.56454,-92.58683
1017,Conway,Arkansas,US,35.0887,-92.4421
1018,Hot Springs,Arkansas,US,34.5037,-93.05518
1019,Jacksonville,Arkansas,US,34.8662,-92.11015
1020,North Little Rock,Arkansas,US,34.76954,-92.26709
1022,Sherwood,Arkansas,US,34.81509,-92.22432
1023,Frankfort,Kentucky,US,38.20091,-84.87328
1024,Louisville,Kentucky,US,38.25424,-85.75941
1025,Aloha,Oregon,US,45.49428,-122.86705
1026,Beaverton,Oregon,US,45.48706,-122.80371
1028,Hillsboro,Oregon,US,45.52289,-122.98983
1029,Keizer,Oregon,US,44.99012,-123.02621
1030,Lake Oswego,Oregon,US,45.42067,-122.67065
1031,McMinnville,Oregon,US,45.21012,-123.19872
1032,Milwaukie,Oregon,US,45.44623,-122.63926
1033,Oregon City,Oregon,US,45.35734,-122.60676
1034,Portland,Oregon,US,45.52345,-122.67621
1035,Salem,Oregon,US,44.9429,-123.0351
1036,Tigard,Oregon,US,45.43123,-122.77149
1037,Tualatin,Oregon,US,45.38401,-122.76399
1038,West Linn,Oregon,US,45.36568,-122.61231
1039,Woodburn,Oregon,US,45.14373,-122.85537
1040,Chalmette,Louisiana,US,29.94296,-89.96537
1041,Harvey,Louisiana,US,29.90354,-90.07729
1042,Kenner,Louisiana,US,29.99409,-90.24174
1043,Marrero,Louisiana,US,29.89937,-90.10035
1044,Metairie,Louisiana,US,29.98409,-90.15285
1045,New Orleans,Louisiana,US,29.95465,-90.07507
1046,Terrytown,Louisiana,US,29.91021,-90.03257
1047,Albuquerque,New Mexico,US,35.08449,-106.65114
1048,Farmington,New Mexico,US,36.72806,-108.21869
1049,Gallup,New Mexico,US,35.52808,-108.74258
1050,Rio Rancho,New Mexico,US,35.23338,-106.66447
1051,Santa Fe,New Mexico,US,35.68698,-105.9378
1052,South Valley,New Mexico,US,35.01005,-106.67808
1053,Austin,Minnesota,US,43.66663,-92.97464
1054,Faribault,Minnesota,US,44.29496,-93.26883
1055,North Mankato,Minnesota,US,44.1733,-94.03385
1056,Owatonna,Minnesota,US,44.08385,-93.22604
1057,Rochester,Minnesota,US,44.02163,-92.4699
1058,Winona,Minnesota,US,44.04996,-91.63932
1059,Attleboro,Massachusetts,US,41.94454,-71.28561
1060,Barnstable,Massachusetts,US,41.70011,-70.29947
1061,Brockton,Massachusetts,US,42.08343,-71.01838
1062,Fall River,Massachusetts,US,41.70149,-71.15505
1063,Framingham,Massachusetts,US,42.27926,-71.41617
1064,Franklin,Massachusetts,US,42.08343,-71.39673
1065,Marlborough,Massachusetts,US,42.34593,-71.55229
1066,Milford,Massachusetts,US,42.13982,-71.51617
1067,New Bedford,Massachusetts,US,41.63622,-70.93421
1068,Taunton,Massachusetts,US,41.9001,-71.08977
1069,Worcester,Massachusetts,US,42.26259,-71.80229
1070,Kennewick,Washington,US,46.21125,-119.13723
1071,Opportunity,Washington,US,47.64995,-117.23991
1072,Pasco,Washington,US,46.23958,-119.10057
1073,Pullman,Washington,US,46.73127,-117.17962
1074,West Richland,Washington,US,46.3043,-119.36141
1075,Spokane,Washington,US,47.65966,-117.42908
1076,Walla Walla,Washington,US,46.06458,-118.34302
1077,Wenatchee,Washington,US,47.42346,-120.31035
1078,Yakima,Washington,US,46.60207,-120.5059
1079,Alameda,California,US,37.76521,-122.24164
1080,Berkeley,California,US,37.87159,-122.27275
1081,Castro Valley,California,US,37.6941,-122.08635
1082,El Cerrito,California,US,33.84057,-117.52283
1083,Fremont,California,US,37.54827,-121.98857
1084,Hayward,California,US,37.66882,-122.0808
1085,Newark,California,US,37.52966,-122.04024
1086,Oakland,California,US,37.80437,-122.2708
1087,Richmond,California,US,37.93576,-122.34775
1088,San Leandro,California,US,37.72493,-122.15608
1089,San Lorenzo,California,US,37.68104,-122.12441
1090,San Pablo,California,US,37.96215,-122.34553
1091,Union City,California,US,37.59577,-122.01913
1092,Austin,Texas,US,30.26715,-97.74306
1093,Cedar Park,Texas,US,30.5052,-97.82029
1094,Georgetown,Texas,US,30.63269,-97.67723
1095,Round Rock,Texas,US,30.50826,-97.6789
1096,San Marcos,Texas,US,29.88327,-97.94139
1097,Cincinnati,Ohio,US,39.162,-84.45689
1098,Fairfield,Ohio,US,39.34589,-84.5605
1099,Hamilton,Ohio,US,39.3995,-84.56134
1100,Mason,Ohio,US,39.36006,-84.30994
1101,Middletown,Ohio,US,39.51506,-84.39828
1102,Norwood,Ohio,US,39.15561,-84.45966
1103,Oxford,Ohio,US,39.507,-84.74523
1104,Ames,Iowa,US,42.03471,-93.61994
1105,Ankeny,Iowa,US,41.72971,-93.60577
1106,West Des Moines,Iowa,US,41.57721,-93.71133
1107,Fort Dodge,Iowa,US,42.49747,-94.16802
1108,Urbandale,Iowa,US,41.62666,-93.71217
1110,Baldwin,New York,US,40.65649,-73.6093
1111,East Meadow,New York,US,40.71399,-73.55902
1112,Elmont,New York,US,40.70094,-73.71291
1113,Franklin Square,New York,US,40.70732,-73.67596
1114,Freeport,New York,US,40.6576,-73.58318
1115,Garden City,New York,US,40.72677,-73.6343
1116,Glen Cove,New York,US,40.86232,-73.63374
1117,West Hempstead,New York,US,40.70482,-73.65013
1118,Hicksville,New York,US,40.76843,-73.52513
1119,Levittown,New York,US,40.72593,-73.51429
1120,Long Beach,New York,US,40.58844,-73.65791
1121,North Massapequa,New York,US,40.70093,-73.46207
1122,North Merrick,New York,US,40.69121,-73.56318
1123,North Bellmore,New York,US,40.69149,-73.53346
1124,Oceanside,New York,US,40.63871,-73.64013
1125,Plainview,New York,US,40.77649,-73.46735
1126,Rockville Centre,New York,US,40.65871,-73.64124
1127,Uniondale,New York,US,40.70038,-73.59291
1128,Valley Stream,New York,US,40.66427,-73.70846
1129,Adrian,Michigan,US,41.89755,-84.03717
1130,Clinton,Michigan,US,42.58698,-82.91992
1131,East Lansing,Michigan,US,42.73698,-84.48387
1132,Jackson,Michigan,US,42.24587,-84.40135
1133,Lansing,Michigan,US,42.73253,-84.55553
1134,Okemos,Michigan,US,42.72226,-84.42747
1135,West Albany,New York,US,42.68313,-73.77845
1136,Rotterdam,New York,US,42.78702,-73.97096
1137,Saratoga Springs,New York,US,43.08313,-73.78457
1138,Schenectady,New York,US,42.81424,-73.93957
1139,Troy,New York,US,42.72841,-73.69179
1140,Casa Grande,Arizona,US,32.8795,-111.75735
1141,Catalina Foothills,Arizona,US,32.29785,-110.9187
1142,Drexel Heights,Arizona,US,32.14119,-111.02843
1143,Nogales,Arizona,US,31.34038,-110.93425
1144,Oro Valley,Arizona,US,32.39091,-110.96649
1145,Sierra Vista,Arizona,US,31.55454,-110.30369
1146,Tucson,Arizona,US,32.22174,-110.92648
1147,Chico,California,US,39.72849,-121.83748
1148,Davis,California,US,38.54491,-121.74052
1149,Paradise,California,US,39.75961,-121.62192
1150,Redding,California,US,40.58654,-122.39168
1151,South Lake Tahoe,California,US,38.93324,-119.98435
1152,Woodland,California,US,38.67852,-121.7733
1153,Yuba City,California,US,39.14045,-121.61691
1161,Bartlesville,Oklahoma,US,36.74731,-95.98082
1162,Broken Arrow,Oklahoma,US,36.0526,-95.79082
1163,Muskogee,Oklahoma,US,35.74788,-95.36969
1164,Tulsa,Oklahoma,US,36.15398,-95.99277
1165,Blacksburg,Virginia,US,37.22957,-80.41394
1166,Cave Spring,Virginia,US,37.22764,-80.01282
1167,Harrisonburg,Virginia,US,38.44957,-78.86892
1168,Roanoke,Virginia,US,37.27097,-79.94143
1169,Salem,Virginia,US,37.29347,-80.05476
1170,Staunton,Virginia,US,38.14991,-79.0732
1171,Winchester,Virginia,US,39.18566,-78.16333
1196,Clovis,California,US,36.82523,-119.70292
1197,Fresno,California,US,36.74773,-119.77237
1198,Hanford,California,US,36.32745,-119.64568
1199,Madera,California,US,36.96134,-120.06072
1200,Porterville,California,US,36.06523,-119.01677
1201,Reedley,California,US,36.59634,-119.4504
1202,Tulare,California,US,36.20773,-119.34734
1203,Visalia,California,US,36.33023,-119.29206
1204,Boca Del Mar,Florida,US,26.34508,-80.14671
1205,Boca Raton,Florida,US,26.35869,-80.0831
1206,Boynton Beach,Florida,US,26.52535,-80.06643
1207,Delray Beach,Florida,US,26.46146,-80.07282
1208,Jupiter,Florida,US,26.93422,-80.09421
1209,Lake Worth,Florida,US,26.61708,-80.07231
1210,Palm Beach Gardens,Florida,US,26.82339,-80.13865
1211,Riviera Beach,Florida,US,26.77534,-80.0581
1212,Royal Palm Beach,Florida,US,26.7084,-80.2306
1214,Wellington,Florida,US,26.65868,-80.24144
1215,West Palm Beach,Florida,US,26.71534,-80.05337
1216,Bellflower,California,US,33.88168,-118.11701
1217,Cerritos,California,US,33.85835,-118.06479
1218,Downey,California,US,33.94001,-118.13257
1219,La Habra,California,US,33.93196,-117.94617
1220,La Mirada,California,US,33.91724,-118.01201
1221,Lakewood,California,US,33.85363,-118.13396
1222,Long Beach,California,US,33.76696,-118.18923
1223,Norwalk,California,US,33.90224,-118.08173
1224,Paramount,California,US,33.88946,-118.15979
1225,Pico Rivera,California,US,33.98307,-118.09673
1226,Seal Beach,California,US,33.74141,-118.10479
1227,South Whittier,California,US,33.95015,-118.03917
1228,West Whittier-Los Nietos,California,US,33.976,-118.06909
1229,Whittier,California,US,33.97918,-118.03284
1230,Bettendorf,Iowa,US,41.52448,-90.51569
1231,Clinton,Iowa,US,41.84447,-90.18874
1232,Davenport,Iowa,US,41.52364,-90.57764
1233,Dubuque,Iowa,US,42.50056,-90.66457
1234,Muscatine,Iowa,US,41.42447,-91.04321
1247,Alexandria,Virginia,US,38.80484,-77.04692
1248,Annandale,Virginia,US,38.83039,-77.19637
1249,Arlington,Virginia,US,38.88101,-77.10428
1250,Burke,Virginia,US,38.79345,-77.27165
1251,Centreville,Virginia,US,38.84039,-77.42888
1252,Chantilly,Virginia,US,38.89428,-77.4311
1253,Dale City,Virginia,US,38.63706,-77.31109
1254,Fairfax,Virginia,US,38.84622,-77.30637
1255,Franconia,Virginia,US,38.78206,-77.14637
1256,Groveton,Virginia,US,38.76734,-77.0847
1257,Herndon,Virginia,US,38.96955,-77.3861
1258,Lake Ridge,Virginia,US,38.68789,-77.29776
1259,Leesburg,Virginia,US,39.11566,-77.5636
1260,Manassas,Virginia,US,38.75095,-77.47527
1261,McLean,Virginia,US,38.93428,-77.17748
1262,Mount Vernon,Virginia,US,38.71919,-77.10726
1263,Oakton,Virginia,US,38.88095,-77.30082
1264,Reston,Virginia,US,38.96872,-77.3411
1265,West Springfield,Virginia,US,38.77261,-77.22109
1267,Cape Girardeau,Missouri,US,37.30588,-89.51815
1268,Columbia,Missouri,US,38.95171,-92.33407
1269,Jefferson City,Missouri,US,38.5767,-92.17352
1270,Elkhart,Indiana,US,41.68199,-85.97667
1271,Goshen,Indiana,US,41.58227,-85.83444
1272,Granger,Indiana,US,41.75338,-86.11084
1273,Mishawaka,Indiana,US,41.66199,-86.15862
1274,South Bend,Indiana,US,41.68338,-86.25001
1275,Alamogordo,New Mexico,US,32.89953,-105.96027
1276,Carlsbad,New Mexico,US,32.42067,-104.22884
1277,Clovis,New Mexico,US,34.4048,-103.20523
1278,Hobbs,New Mexico,US,32.70261,-103.13604
1279,Las Cruces,New Mexico,US,32.31232,-106.77834
1280,Roswell,New Mexico,US,33.39437,-104.52491
1281,Altus,Oklahoma,US,34.63813,-99.33398
1282,Ardmore,Oklahoma,US,34.17426,-97.14363
1283,Duncan,Oklahoma,US,34.5023,-97.95781
1284,Enid,Oklahoma,US,36.39559,-97.87839
1285,Lawton,Oklahoma,US,34.60869,-98.39033
1286,Ponca City,Oklahoma,US,36.70698,-97.08559
1287,Brighton,New York,US,43.14756,-77.55055
1288,Irondequoit,New York,US,43.2134,-77.57972
1289,Rochester,New York,US,43.15478,-77.61556
1291,Eastpointe,Michigan,US,42.46837,-82.95547
1292,Roseville,Michigan,US,42.49726,-82.93714
1294,Saint Clair Shores,Michigan,US,42.49698,-82.88881
1295,Sterling Heights,Michigan,US,42.58031,-83.0302
1296,Warren,Michigan,US,42.47754,-83.0277
1297,Clinton,Mississippi,US,32.34153,-90.32176
1298,West Hattiesburg,Mississippi,US,31.31906,-89.37506
1299,Jackson,Mississippi,US,32.29876,-90.18481
1300,Meridian,Mississippi,US,32.36431,-88.70366
1301,Pearl,Mississippi,US,32.27459,-90.13203
1302,Ridgeland,Mississippi,US,32.42848,-90.13231
1303,Vicksburg,Mississippi,US,32.35265,-90.87788
1304,Phoenix,Arizona,US,33.44838,-112.07404
1305,East Concord,New Hampshire,US,43.24202,-71.53813
